"id","permit_","permit_type","review_type","application_start_date","issue_date","processing_time","street_number","street_direction","street_name","work_description","building_fee_paid","zoning_fee_paid","other_fee_paid","subtotal_paid","building_fee_unpaid","zoning_fee_unpaid","other_fee_unpaid","subtotal_unpaid","building_fee_waived","zoning_fee_waived","other_fee_waived","subtotal_waived","total_fee","reported_cost","community_area","census_tract","ward","latitude","longitude","location",":id",":version",":created_at",":updated_at",":@computed_region_rpca_8um6",":@computed_region_vrxf_vc4k",":@computed_region_6mkv_f3dw",":@computed_region_bdys_3d7i",":@computed_region_43wa_7qmu",":@computed_region_awaf_s7ux"
"3095325","100856035","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2020-01-15T00:00:00.000","2020-04-28T00:00:00.000","104","2349","N","LINCOLN AVE","1ST TIME TENANT BUILD OUT OF NEW RESTAURANT IN SPACE A1-130, AS PER PLANS.**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **","2222.66","75","0","2297.66","0","0","0","0","0","0","0","0","2297.66","1724500","7","71200","43","41.92481860342548","-87.64767133453772","POINT (-87.647671334538 41.924818603425)","row-6ppy_drpj.mepm","rv-tjnj-564i.gu23","2025-10-14T20:50:16.306Z","2025-10-14T21:01:39.084Z","16","68","21190","798","34","51"
"3091498","100853783","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2019-12-23T00:00:00.000","2020-04-24T00:00:00.000","123","2239","S","WENTWORTH AVE","INTERIOR ALTERATION FOR A RESTAURANT AND CAFE BUILD OUT IN EXISTING FIRST FLOOR GIFT SHOP AS PER PLAN. STORE FRONT REMODELING AS PER PLAN","1967.25","75","0","2042.25","0","0","0","0","0","0","0","0","2042.25","220000","34","841100","25","41.85175626175595","-87.63184115682743","POINT (-87.631841156827 41.851756261756)","row-aiqn.8243.rk4e","rv-xftd~sirg_4m2p","2025-10-14T20:50:16.306Z","2026-01-09T13:17:22.270Z","40","35","21194","3","26","8"
"3117281","100869384","PERMIT - RENOVATION/ALTERATION","SELF CERT","2020-04-23T00:00:00.000","2020-04-23T00:00:00.000","0","130","E","RANDOLPH ST","SELF-CERT. PROJECT: REVISION TO PERMIT #100854820 TO INFILL FLOOR OPENING AT LEVEL 01 WITH NEW FLOOR SLAB AND STRUCTURAL MODIFICATIONS TO KEEP AN EXISTING BEAM IN LIEU OF ADDING A NEW BEAM TO THE NEW STAIR IN EXISTING 3-STORY RESTAURANT, SUITE GF-03. (NO CHANGE IN USE) (STRUCTURAL PEER REVIEW)","1000","75","0","1075","0","0","0","0","0","0","0","0","1075","3500000","32","320100","42","41.884588371969095","-87.62327256105529","POINT (-87.623272561055 41.884588371969)","row-h6tq.g2mr_x793","rv-zewb-vv5h~ie46","2025-10-14T20:50:16.306Z","2025-10-14T21:00:49.817Z","42","38","14309","580","36","22"
"3119944","B100871712","PERMIT – EXPRESS PERMIT PROGRAM","EXPRESS PERMIT PROGRAM","2020-04-22T00:00:00.000","2020-04-23T00:00:00.000","1","125","S","WACKER DR","ADD TO EXISTING PERMIT #100861551.  CHANGE OF ELECTRICAL CONTRACTOR. INTERIOR BUILDOUT OF RESTAURANT.","75","0","0","75","0","0","0","0","0","0","0","0","75",,"32","320500","42","41.88001342713154","-87.63657238450709","POINT (-87.636572384507 41.880013427132)","row-x4r7.f46n-jp8w","rv-kxjh.s2gv_h39s","2025-10-14T20:50:16.306Z","2025-10-14T21:04:31.851Z","46","38","14914","92","36","48"
"3119826","100871609","PERMIT - RENOVATION/ALTERATION","SELF CERT","2020-04-23T00:00:00.000","2020-04-23T00:00:00.000","0","1932","W","DIVISION ST","INTERIOR RENOVATION OF EXISTING SMALL ASSEMBLY RESTAURANT WITH MEP REVISIONS PER PLANS. SCOPE OF WORK 5337 SF.","2336.63","75","0","2411.63","0","0","0","0","0","0","0","0","2411.63","350000","24","241400","1","41.903318259235434","-87.67618207856104","POINT (-87.676182078561 41.903318259235)","row-c7c6_uu67.r8i2","rv-2fgt.xb98~x25u","2025-10-14T20:50:16.306Z","2025-10-14T21:00:49.817Z","4","25","21560","481","41","24"
"3090007","100852778","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2020-01-17T00:00:00.000","2020-04-22T00:00:00.000","96","2129","S","CHINA PL","INTERIOR ALTERATION TO EXISTING RESTAURANT KITCHEN & TOILETS, NEW DUMBWAITER & CONVENIENCE STAIR TO EXISTING 2ND FLOOR DINING AREA AS PER PLANS","748.88","75","0","823.88","0","0","0","0","0","0","0","0","823.88","95000","34","841100","25","41.85387138887043","-87.63454197435672","POINT (-87.634541974357 41.85387138887)","row-fwjx.b653-fbew","rv-t4zc.un57_48zd","2025-10-14T20:50:16.306Z","2025-10-14T21:02:16.813Z","40","35","21194","3","26","8"
"3109579","100864127","PERMIT - RENOVATION/ALTERATION","SELF CERT","2020-04-22T00:00:00.000","2020-04-22T00:00:00.000","0","1920","W","MONTROSE AVE","SELF-CERT PROJECT. INTERIOR RENOVATION OF A FULL-SERVICE RESTAURANT AT THE GROUND LEVEL OF AN EXISTING THREE-STORY COMMERCIAL BUILDING.**NO VENT WORK AT ALL FOR NEW CAFE/REST. PER AOR** A, PLUMBING, AND ELECTRICAL WORK. NO STRUCTURAL WORK. AREA OF WORK = 1,904 GSF OF A 2,866 TOTAL TENANT AREA GSF. NO CHANGE IN BUILDING USE.","1500","75","25","1600","0","0","0","0","0","0","0","0","1600","150000","4","830800","47","41.96159117183982","-87.67691473328247","POINT (-87.676914733282 41.96159117184)","row-sayj.ntbi~asck","rv-hqst.d8u9~4km4","2025-10-14T20:50:16.306Z","2025-10-14T21:00:49.817Z","15","6","22616","225","18","13"
"3107358","100862781","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2020-02-27T00:00:00.000","2020-04-21T00:00:00.000","54","3928","N","SHERIDAN RD","INTERIOR RENOVATIONS AND EXPANSION TO AN EXISTING GENERAL RESTAURANT LOCATED ON THE GROUND FLOOR, TO INCLUDE MEP WORK, AS PER ARCHITECT'S PLANS. **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","45000","6","832100","46","41.953623913931075","-87.65466750153246","POINT (-87.654667501532 41.953623913931)","row-dxrn.ckwt.zc5s","rv-7us9~2iwe~s4ws","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","53","57","21186","83","39","38"
"3107038","100862601","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2020-03-06T00:00:00.000","2020-04-21T00:00:00.000","46","3827","N","BROADWAY","REVISION TO PERMIT NUMBER 100802132 TO REVISE THE MECHANICAL SYSTEM DESIGN AS A RESULT OF VALUE ENGINEERING. NO OTHER CHANGES IN WORK PREVIOUSLY PERMITTED UNDER 100802132 FOR AN INTERIOR TENANT BUILD OUT OF A 9,942 SQUARE FOOT RESTAURANT WITH 10 BARREL BREWHOUSE AT THE FIRST FLOOR OF AN EXISTING MIXED USE 8 STORY RESIDENTIAL BUILDING. EXISTING BUILDING IS 1-A CONSTRUCTION AND IS FULLY SPRINKLERED. LESS THAN 300 OCCUPANTS. EXISTING BUILDING - PD 1324.","3529.41","75","0","3604.41","0","0","0","0","0","0","0","0","3604.41","100000","6","60800","46","41.95203320397984","-87.64948410673362","POINT (-87.649484106734 41.95203320398)","row-3zdn~yi9x~tp5g","rv-z6bb.ieu3-zz57","2025-10-14T20:50:16.306Z","2025-10-14T21:00:49.817Z","53","57","21186","690","39","37"
"3105488","100861630","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2020-02-26T00:00:00.000","2020-04-20T00:00:00.000","54","9529","S","WESTERN AVE","PROPOSED INTERIOR RENOVATION PROJECT TO AN EXISTING COMMERCIAL SPACE FOR A RESTAURANT AS PER PLANS.","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","25000","72","720300","19","41.720055151571295","-87.68188974257221","POINT (-87.681889742572 41.720055151571)","row-7h8e_7rym_mdau","rv-dp5n_utfj_7ksq","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","13","71","22212","629","42","33"
"3118234","100870225","PERMIT - RENOVATION/ALTERATION","SELF CERT","2020-04-20T00:00:00.000","2020-04-20T00:00:00.000","0","233","S","WACKER DR","SELF-CERT INTERIOR ALTERATIONS TENANT UPGRADES TO EXISTING RESTAURANT IN 2ND LEVEL TENANT SPACE AS PER PLANS.  ACAR APPROVAL FOR USE OF TYPE II HOOD.  NO STRUCTURAL WORK. NO CHANGE IN USE.","2567","75","0","2642","0","0","0","0","0","0","0","0","2642","1627400","32","839100","42","41.87856015362371","-87.63652387205532","POINT (-87.636523872055 41.878560153624)","row-qfm3.hhzk~kitc","rv-vw5w-ppq9_4m9j","2025-10-14T20:50:16.306Z","2025-10-14T21:00:49.817Z","46","38","14914","92","36","48"
"3118883","100870755","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2020-04-17T00:00:00.000","2020-04-17T00:00:00.000","0","4946","N","MILWAUKEE AVE","INTERIOR REMOVAL OF NON-LOAD BEARING PARTITIONS, AND REPLACEMENT OF ELECTRICAL AND PLUMBING FIXTURES IN DINING AREA AND RESTROOMS OF AN EXISTING MCDONALD'S RESTAURANT. REPLACEMENT OF SUPPLY AND RETURN REGISTERS AND RESTROOM EXHAUST. NO MECHANICAL DUCT WORK OR STRUCTURAL WORK INVOLVED.","500","75","0","575","0","0","0","0","0","0","0","0","575","200000","11","110502","45","41.9706775856096","-87.76342894418006","POINT (-87.76342894418 41.97067758561)","row-c228-9agx-n65f","rv-bwff~es2d~gtdu","2025-10-14T20:50:16.306Z","2025-10-14T21:00:49.817Z","48","11","21869","129","50","20"
"3114753","100867456","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2020-03-23T00:00:00.000","2020-04-17T00:00:00.000","25","700","N","CLARK ST","REVISION TO PERMIT TO 100853872 TO CHANGE DEMO, ARCHITECTURE LAYOUT, PLUMBING, ELECTRICAL AND MECHANICAL INCLUDING RELOCATING DUCTS AS PER PLANS. EXISTING OCCUPANCY IS RESTAURANT MERCANTILE AND SMALL ASSEMBLY, NO CHANGE IN USE.SQ. FOOTAGE OF WORK: 50.2 SQ. FT AS PER PLANS**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","20000","8","81700","2","41.89487136031609","-87.63135062697823","POINT (-87.631350626978 41.894871360316)","row-p9ys-chth.xacz","rv-jywp-62m2.7ur2","2025-10-14T20:50:16.306Z","2025-10-14T21:00:49.817Z","55","37","4446","670","11","22"
"3119236","B100871067","PERMIT – EXPRESS PERMIT PROGRAM","EXPRESS PERMIT PROGRAM","2020-04-16T00:00:00.000","2020-04-16T00:00:00.000","0","55","E","ONTARIO ST","LOW VOLTAGE WIRING FOR RESTAURANT","75","0","0","75","0","0","0","0","0","0","0","0","75","12000","8","81500","42","41.893196716498565","-87.62591384804212","POINT (-87.625913848042 41.893196716499)","row-d22s_dk32_ayfx","rv-az7t_ku44-i85r","2025-10-14T20:50:16.306Z","2025-10-14T21:04:31.851Z","6","37","21182","626","36","22"
"2883422","100727523","PERMIT - NEW CONSTRUCTION","STANDARD PLAN REVIEW","2020-04-16T00:00:00.000","2020-04-16T00:00:00.000","0","4100","W","PETERSON AVE","NEW CONSTRUCTION CLASS M RESTAURANT/RETAIL MULTI-TENANT BUILDING WITH A DRIVE-THROUGH FACILITY INCLUDING A TRASH ENCLOSURE. ONLY FOR VANILLA BOX OF TWO TENANT SPACES - NO BUILDOUT WITH THIS PERMIT AS PER PLANS**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **","3150","150","0","3300","0","0","0","0","0","0","0","0","3300","308000","13","130200","39","41.990209783572524","-87.73142078575012","POINT (-87.73142078575 41.990209783573)","row-pjru.6ch4_iyvi","rv-rv5c.bx3e-xbeu","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","18","13","22532","748","38","28"
"3118895","100870767","PERMIT - EASY PERMIT PROCESS","EASY PERMIT","2020-04-14T00:00:00.000","2020-04-15T00:00:00.000","1","6259","N","MCCORMICK RD","REMOVAL OF RESTAURANT EQUIPMENT AND NON-LOAD BEARING DIVIDERS/PARTITIIONS","300","0","0","300","0","0","0","0","0","0","0","0","300","18500","13","130100","50","41.99563177556418","-87.71270678169132","POINT (-87.712706781691 41.995631775564)","row-fet5-iyzh-ge87","rv-jqik.g39e~7avt","2025-10-14T20:50:16.306Z","2025-10-14T21:02:19.343Z","50","13","4450","747","27","42"
"3102786","100860094","PERMIT - RENOVATION/ALTERATION","SELF CERT","2020-04-15T00:00:00.000","2020-04-15T00:00:00.000","0","1215","N","MILWAUKEE AVE","SELF-CERT PROJECT. INTERIOR BUILD-OUT OF A FULL-SERVICE RESTAURANT AT THE GROUND LEVEL OF AN EXISTING ONE-STORY COMMERCIAL BUILDING. ARCHITECTURAL, MECHANICAL, PLUMBING, AND ELECTRICAL WORK. NO STRUCTURAL WORK. AREA OF WORK = 2,524 GSF. NO CHANGE IN BUILDING USE. PIN# 17-05-115-081.","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","300000","24","241600","2","41.90377044758285","-87.6669045724279","POINT (-87.666904572428 41.903770447583)","row-vxir-ueur~itzh","rv-wdh8-iqzm-fvcr","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","49","25","22620","483","11","24"
"3100348","100858694","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2020-01-27T00:00:00.000","2020-04-15T00:00:00.000","79","1962","W","PETERSON AVE","INTERIOR BUILD-OUT OF EXISTING COMMERCIAL SPACE FOR USE AS A NEW RESTAURANT AS PER PLANS**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","80000","2","20902","40","41.99078993443288","-87.67952326349187","POINT (-87.679523263492 41.990789934433)","row-gqs7_8ka2_9wsd","rv-79az.gb43.3222","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","14","20","4450","43","24","46"
"3101541","100859455","PERMIT - RENOVATION/ALTERATION","SELF CERT","2020-04-15T00:00:00.000","2020-04-15T00:00:00.000","0","3327","W","ARMITAGE AVE","INTERIOR RENOVATIONS OF EXISTING 1 STORY RESTAURANT,  NO BASEMENT TYPE III-B CONSTRUCTION","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","50000","22","222700","26","41.917238212892286","-87.71141424342281","POINT (-87.711414243423 41.917238212892)","row-rv54~ymsh.jzjx","rv-brrt_6xg5.tbyj","2025-10-14T20:50:16.306Z","2025-10-14T21:00:49.817Z","1","23","22535","387","49","15"
"3110126","100864460","PERMIT - RENOVATION/ALTERATION","SELF CERT","2020-04-13T00:00:00.000","2020-04-13T00:00:00.000","0","20","E","CHICAGO AVE","SELF-CERT: INTERIOR RENOVATIONS TO EXISTING GROUND FLOOR VACANT RESTAURANT SPACE TO ACCOMMODATE NEW KFC RESTAURANT AS PER PLANS. NO CHANGE OF USE.","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","500000","8","81201","42","41.89679771959055","-87.62735305883719","POINT (-87.627353058837 41.896797719591)","row-ctr4_bxng_b4ew","rv-gsa8-f49k.w77v","2025-10-14T20:50:16.306Z","2025-10-14T21:00:49.817Z","6","37","21182","104","36","22"
"3098719","100857893","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2020-02-03T00:00:00.000","2020-04-13T00:00:00.000","70","2105","S","JEFFERSON ST","MERCANTILE USE (F) INTERIOR SPACE WILL BE RENOVATED INTO A RESTAURANT BUILDING (F)INTERIOR BUILT-IN, NO EXTERIOR OR STRUCTURAL WORK.","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","330000","31","843200","25","41.85407103506335","-87.64160034330095","POINT (-87.641600343301 41.854071035063)","row-3nsp.ehz6-dmaq","rv-r3ak.dfvg_83r4","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","40","33","21194","126","26","8"
"3118617","100870516","PERMIT - EASY PERMIT PROCESS","EASY PERMIT","2020-04-13T00:00:00.000","2020-04-13T00:00:00.000","0","1025","W","ADDISON ST","ADD SODA STATION BEVERAGE COUNTER AND ASSOCIATED PIPING TO CHIPOLTE RESTAURANT (PERMITTED ON 100817191)","300","0","0","300","0","0","0","0","0","0","0","0","300","100","6","832000","44","41.94711774835235","-87.6553811622124","POINT (-87.655381162212 41.947117748352)","row-b3fi.h7f8~ynhh","rv-p7vm~cfmd~wkye","2025-10-14T20:50:16.306Z","2025-10-14T21:02:19.343Z","22","57","4449","211","25","38"
"3089529","100852447","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2019-12-09T00:00:00.000","2020-04-09T00:00:00.000","122","2300","S","ARCHER AVE","VACANT STORE 209A & 209B, NEW  INTERIOR BUILDOUT FOR NEW RESTAURANT USE","3000","75","1375","4450","0","0","0","0","0","0","0","0","4450","100000","34","841100","11","41.85102739065933","-87.63889347986994","POINT (-87.63889347987 41.851027390659)","row-duge.tjij.tfp5","rv-2te7_nqd7~ufev","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","40","35","21194","3","48","8"
"3109271","100863961","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2020-03-06T00:00:00.000","2020-04-08T00:00:00.000","33","2048","W","DIVISION ST","PROPOSED TENANT BUILD-OUT OF EXISTING 1ST FLOOR COMMERCIAL SPACE FOR A NEW JIMMY JOHN'S RESTAURANT IN 3 STORY MIX USE BRICK BUILDING WITH BASEMENT AS PER PLANS.","775.93","75","0","850.93","0","0","0","0","0","0","0","0","850.93","125000","24","241400","1","41.903265041159734","-87.67920248290889","POINT (-87.679202482909 41.90326504116)","row-c9dc~hqsk_qn6a","rv-8zkx_5y46.trcx","2025-10-14T20:50:16.306Z","2025-10-14T21:00:49.817Z","4","25","21560","481","41","24"
"3087050","100851059","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2019-12-18T00:00:00.000","2020-04-08T00:00:00.000","112","500","N","CLARK ST","ALTERATIONS TO EXISTING GROUND FLOOR AND LOWER LEVEL RESTAURANT SPACE FOR NEW TENANT. STRUCTURAL WORK PERMITTED UNDER SEPARATE PERMIT 100841942","4677.94","75","0","4752.94","0","0","0","0","0","0","0","0","4752.94","3000000","8","81700","42","41.89086223772983","-87.63125333127317","POINT (-87.631253331273 41.89086223773)","row-maze.9zs9-6xgn","rv-2zxk~wjn7~9ahp","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","55","37","4446","670","36","22"
"3111226","100865200","PERMIT - RENOVATION/ALTERATION","SELF CERT","2020-04-07T00:00:00.000","2020-04-07T00:00:00.000","0","2210","N","HALSTED ST","SELF-CERT: RENOVATION AND CONVERSION IN BASEMENT AND 1ST FLOOR OF EXISTING 2 STORY/1 UNIT BUILDING FROM 1ST FLOOR RETAIL TO A RESTAURANT, NO EXTERNAL WORK, PER PLANS.","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","150000","7","71100","43","41.922185782348265","-87.64879163159814","POINT (-87.648791631598 41.922185782348)","row-rnqd-myup_ve3b","rv-hqs6.dz9z_s6qg","2025-10-14T20:50:16.306Z","2025-10-14T21:00:49.817Z","16","68","21190","744","34","51"
"3110657","100864773","PERMIT - RENOVATION/ALTERATION","SELF CERT","2020-04-02T00:00:00.000","2020-04-02T00:00:00.000","0","1152","S","WABASH AVE","CONVERT EXISTING RESTAURANT SPACE FOR A BUILDOUT OF A BAKERY AND CAFE ON THE GROUND FLOOR LEVEL. EXISTING KITCHEN HOODS TO REMAIN. TO INCLUDE SERVICE COUNTERS, SEATING AND ACCESSIBLE TOILETS WITHIN AN EXISTING TYPE 3C, 8 STORY MIXED USE BUILDING. WORK TO BE PERFORMED TO THE FIRST FLOOR ONLY. NO CHANGE TO ENTRANCES, EXTERIOR OR STRUCTURE, AS PER ARCHITECT'S PLANS.","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","80000","32","320600","4","41.86769437811391","-87.62597902749147","POINT (-87.625979027491 41.867694378114)","row-tkfe.27s8_j8cx","rv-p5xv-a7wy~cd56","2025-10-14T20:50:16.306Z","2025-10-14T21:00:49.817Z","35","38","14913","368","10","48"
"3116095","100868388","PERMIT - RENOVATION/ALTERATION","SELF CERT","2020-04-01T00:00:00.000","2020-04-01T00:00:00.000","0","3445","W","LAWRENCE AVE","SELF-CERT: COMMERCIAL BUILD-OUT FOR A NEW RESTAURANT IN EXISTING RETAIL SPACE OF AN EXISTING 2 STORY BRICK BUILDING WITH BASEMENT. WORK TO BE DONE AT GROUND LEVEL ONLY TO INCLUDE ARCHITECTURE,  PLUMBING, HVAC AND ELECTRIC WORK, AS PER ARCHITECT'S PLANS.NEW USE: RESTAURANT","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","60000","14","140701","33","41.96827220815809","-87.71519596690251","POINT (-87.715195966903 41.968272208158)","row-gmtg_imq4-45ab","rv-v3jc-zuta.ah7z","2025-10-14T20:50:16.306Z","2025-10-14T21:00:49.817Z","20","14","21849","118","20","2"
"3065227","100837723","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2019-10-26T00:00:00.000","2020-04-01T00:00:00.000","158","328","N","ALBANY AVE","IS AND WILL REMAIN OFFICE/LIMITED MANUFACTURING USE BUILDING. PERMIT FOR UPGRADES OF BUILDING ELECTRICAL, PLUMBING, HVAC AND LIGHTING SYSTEMS PER PLANS. INSTALL NEW DEMISING WALLS & DOORS & NEW STOREFRONT WINDOWS IN EXISTING OPENINGS. INTERIOR ALTERATIONS ON PARTIAL 1ST FLOOR FOR A NEW LIMITED RESTAURANT, 2ND FLOOR FOR NEW OFFICES **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **","11173","75","0","11248","0","0","0","0","0","0","0","0","11248","220000","27","837100","27","41.887426056939134","-87.70399830843309","POINT (-87.703998308433 41.887426056939)","row-dwf7-rejj.tvf8","rv-jybq.ym4y.ta7x","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","28","28","21184","50","46","41"
"3024104","100812482","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2019-04-16T00:00:00.000","2020-04-01T00:00:00.000","351","3938","N","CICERO AVE","INTERIOR RENOVATION OF EXISTING RESTAURANT TO RELOCATE EXISTING BATHROOMS AT THE EXISTING 1-STORY MASONRY BUILDING.","750","75","0","825","0","0","0","0","0","0","0","0","825","112000","15","150800","45","41.952761479601065","-87.74744674545474","POINT (-87.747446745455 41.952761479601)","row-ad5h-ucyk~nk46","rv-9me2~c78p~migf","2025-10-14T20:50:16.306Z","2025-11-04T13:09:34.546Z","21","15","22618","360","50","20"
"3050260","100829032","PERMIT - RENOVATION/ALTERATION","SELF CERT","2020-03-26T00:00:00.000","2020-03-31T00:00:00.000","5","2559","W","DIVISION ST","SELF CERT BUILD OUT INTERIOR SPACE TO INSTALL NEW RESTAURANT ON GROUND FLOOR AT 2559 W DIVISION ST PER PLANS.","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","50000","24","242500","26","41.90285923421055","-87.69188858431286","POINT (-87.691888584313 41.902859234211)","row-9868_5hdv-6p6u","rv-hvrq.xpry.huh6","2025-10-14T20:50:16.306Z","2025-10-14T21:02:12.677Z","4","25","21560","542","49","10"
"3090954","100853451","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2020-02-13T00:00:00.000","2020-03-30T00:00:00.000","46","5623","W","MADISON ST","RENOVATION OF RESTAURANT AT FIRST FLOOR AND RESIDENTIAL APARTMENT AT SECOND FLOOR, ALL WORK AS PLANS. NEW 2-CAR OPEN CONCRETE PARKING PAD IN REAR.(CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS)","1500","50","0","1550","0","0","0","0","0","0","0","0","1550","23000","25","252101","29","41.88012170900041","-87.7658401587506","POINT (-87.765840158751 41.880121709)","row-vpsh.2nfs_tppm","rv-wmu7~fq28-pu7b","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","32","26","22216","67","7","52"
"3100512","100858776","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2020-01-31T00:00:00.000","2020-03-27T00:00:00.000","56","3350","W","47TH ST","INTERIOR RENOVATION; ERECT 1 STORY ADDITION W/ CANOPY AND AN OUTDOOR PATIO W/ FENCE TO THE EXIST. 1, 2-STORY GENERAL RESTAURANT W/ BASEMENT AND PARKING LOT AS PER PLANS","1500","75","250","1825","0","0","0","0","0","0","0","0","1825","30000","58","580400","14","41.80817261443303","-87.70848388995081","POINT (-87.708483889951 41.808172614433)","row-vi8n-fw2n~epaf","rv-c7hh-3tnw_4cd7","2025-10-14T20:50:16.306Z","2025-10-14T21:00:49.817Z","56","55","22248","640","8","49"
"3094668","100855655","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2020-03-13T00:00:00.000","2020-03-27T00:00:00.000","14","1115","W","FULTON MARKET","STRUCTURAL ONLY - PEER REVIEW INCLUDED. STEEL COLUMN PENETRATION THROUGH 2ND-FLOOR ROOF ONLY, FOR 3RD FLOOR PRIVATE ROOF DECK SUPPORT TO BE DONE UNDER SEPARATE PERMIT APPLICATION TO SERVE 3RD FLOOR OFFICE TENANT. CURRENT USE- GROUND FLOOR RETAIL/ RESTAURANT USE. 2ND AND 3RD FLOOR OFFICE. ROOF DECK FOR OFFICE TENANT USE ONLY.","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","64000","28","833000","27","41.88657130932981","-87.65517447025061","POINT (-87.655174470251 41.88657130933)","row-nt4t_i37w~kabs","rv-53ni~6w3u_6bgh","2025-10-14T20:50:16.306Z","2025-10-14T21:00:49.817Z","44","29","14917","63","46","41"
"3110904","100864936","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2020-03-13T00:00:00.000","2020-03-27T00:00:00.000","14","5750","S","ARCHER AVE","REVISION TO PERMIT # 100856617, REVISE SCOPE OF WORK AS FOLLOWS, CONVERT RETAIL STORE TO NEW RESTAURANT ( TEQUILA CJ ) AS PER PLANS.","2150","75","1000","3225","0","0","0","0","0","0","0","0","3225","1000","56","560700","14","41.79675218648316","-87.75639619526761","POINT (-87.756396195268 41.796752186483)","row-jg8k_ry6k_dts3","rv-48nb~iyy7-fuf5","2025-10-14T20:50:16.306Z","2025-10-14T21:00:49.817Z","7","53","22268","607","8","35"
